n_states,initialization,log_likelihood,aic,bic,model_params
7,6,-1234.830853300909,2593.661706601818,2895.282268836011,"{'means': array([[-0.85627479],
       [ 0.55253671],
       [-0.15325323],
       [ 1.6031432 ],
       [ 2.59922399],
       [ 0.86476072],
       [ 0.24104558]]), 'covars': array([[[0.13290087]],

       [[0.65598576]],

       [[0.03712761]],

       [[0.08373657]],

       [[0.2904711 ]],

       [[0.01585816]],

       [[0.067779  ]]]), 'transmat': array([[4.35380843e-01, 4.10652834e-01, 7.11461247e-02, 3.22951593e-02,
        1.87024136e-02, 3.17826732e-02, 3.99517025e-05],
       [4.57501536e-01, 5.42338872e-01, 1.34813757e-06, 1.40445878e-26,
        6.56064810e-16, 1.56810572e-04, 1.43349518e-06],
       [3.43384666e-01, 9.46753325e-02, 1.46117263e-01, 6.59875475e-19,
        4.39806846e-44, 9.22582150e-02, 3.23564523e-01],
       [9.67783402e-06, 1.82468006e-09, 9.53169666e-09, 3.98719206e-64,
        4.36636291e-34, 6.44753403e-44, 9.99990311e-01],
       [3.40703499e-01, 5.85401012e-01, 1.14767248e-08, 1.66994028e-71,
        7.38954776e-02, 4.25934615e-26, 2.91942460e-24],
       [1.17249781e-09, 8.85317392e-05, 3.64677393e-01, 1.13612123e-01,
        4.72708520e-01, 1.75561489e-12, 4.89134308e-02],
       [5.42138595e-03, 1.51573839e-22, 7.59538800e-01, 2.96671407e-07,
        1.64011889e-01, 7.10272424e-02, 3.86444030e-07]]), 'startprob': array([2.54587060e-140, 1.47227136e-101, 1.00000000e+000, 0.00000000e+000,
       0.00000000e+000, 0.00000000e+000, 2.76483681e-216])}"
7,7,-1239.50650001341,2603.01300002682,2904.633562261013,"{'means': array([[-0.91468869],
       [ 0.68618512],
       [-0.38568555],
       [ 1.09063843],
       [-1.37561975],
       [ 0.12589833],
       [ 1.860872  ]]), 'covars': array([[[0.02857667]],

       [[0.31348142]],

       [[0.16649864]],

       [[0.26921298]],

       [[0.01595222]],

       [[0.56826141]],

       [[0.61891581]]]), 'transmat': array([[3.67652765e-01, 2.31082248e-01, 1.17762106e-01, 4.41347562e-02,
        1.09423893e-01, 1.52496045e-02, 1.14694628e-01],
       [8.19198046e-02, 4.90935278e-02, 7.04326166e-01, 1.99822774e-02,
        9.95294151e-09, 1.11319303e-04, 1.44566895e-01],
       [1.01173678e-01, 2.23007692e-01, 4.59668751e-01, 7.80093660e-04,
        5.87792515e-06, 2.15363906e-01, 1.77503867e-17],
       [1.84961128e-02, 2.70255902e-04, 2.70907310e-04, 7.83641853e-08,
        5.86260602e-02, 9.22335874e-01, 7.11305448e-07],
       [7.71869533e-02, 2.66044193e-01, 4.44526854e-01, 1.51276621e-01,
        6.04574617e-02, 5.07916855e-04, 7.45735934e-12],
       [1.15971191e-03, 2.66866031e-02, 9.00922491e-02, 2.22015614e-01,
        3.52273372e-01, 1.30620317e-04, 3.07641830e-01],
       [3.14806143e-01, 2.51214510e-01, 2.29481805e-01, 1.41779521e-01,
        8.11309987e-17, 5.17802503e-10, 6.27180199e-02]]), 'startprob': array([0.00000000e+000, 7.03416313e-077, 1.00000000e+000, 1.88828750e-243,
       0.00000000e+000, 4.13972814e-042, 5.37436701e-231])}"
7,8,-1244.3679152194566,2612.735830438913,2914.3563926731067,"{'means': array([[-0.83087655],
       [ 0.65694366],
       [ 1.6710245 ],
       [-0.02652659],
       [-0.76690176],
       [ 0.00417527],
       [ 1.40127485]]), 'covars': array([[[0.13404361]],

       [[0.08363336]],

       [[0.7233095 ]],

       [[0.01936248]],

       [[0.1861262 ]],

       [[0.34421198]],

       [[0.13933761]]]), 'transmat': array([[4.39480653e-01, 2.76698714e-02, 1.13903409e-01, 9.07113726e-02,
        3.28234683e-01, 1.05146978e-08, 4.19829104e-10],
       [4.59731448e-01, 1.21996235e-01, 3.50836755e-01, 1.27202708e-10,
        5.19044738e-10, 4.25776080e-02, 2.48579527e-02],
       [4.37829093e-01, 1.67591412e-01, 1.24479152e-01, 1.45255805e-08,
        1.19237403e-01, 4.79738960e-14, 1.50862926e-01],
       [4.26806109e-01, 3.09593034e-07, 2.28848370e-01, 5.70197154e-02,
        2.61598962e-02, 2.52239039e-01, 8.92656176e-03],
       [1.03573160e-01, 4.15870516e-01, 1.72943401e-20, 1.46935814e-14,
        6.51037359e-03, 1.79406976e-01, 2.94638974e-01],
       [1.02978790e-04, 6.17124095e-02, 6.11059348e-11, 2.07667459e-01,
        2.23334824e-01, 5.07182329e-01, 2.96595496e-18],
       [1.90929952e-09, 7.42037458e-14, 2.20809562e-28, 2.39405058e-01,
        2.48484041e-01, 4.49522750e-01, 6.25881483e-02]]), 'startprob': array([4.42552169e-121, 7.02390149e-274, 0.00000000e+000, 1.00000000e+000,
       9.48451938e-150, 1.55498274e-177, 0.00000000e+000])}"
7,9,-1248.1780445439401,2620.3560890878803,2921.976651322074,"{'means': array([[ 0.87686555],
       [ 1.24459928],
       [-0.31935125],
       [ 0.83030118],
       [ 1.15695094],
       [-0.93707363],
       [-0.06290571]]), 'covars': array([[[0.57659879]],

       [[0.50635969]],

       [[0.25515462]],

       [[0.02908449]],

       [[1.18633569]],

       [[0.10964779]],

       [[0.11253716]]]), 'transmat': array([[5.35685057e-08, 6.87174830e-02, 4.45555424e-01, 6.55520427e-25,
        4.79014181e-14, 4.84028735e-01, 1.69830401e-03],
       [9.89860737e-01, 6.70667514e-04, 9.46846760e-03, 3.69466300e-43,
        5.61665707e-15, 1.27982843e-07, 2.90566499e-10],
       [3.97668245e-01, 2.29285988e-05, 2.07986110e-10, 1.15066450e-01,
        5.20123502e-09, 4.22873085e-01, 6.43692864e-02],
       [3.93940783e-23, 2.00010653e-21, 8.68927116e-23, 2.61127975e-33,
        7.66978152e-01, 2.32995180e-01, 2.66685353e-05],
       [1.31816049e-03, 2.91973165e-01, 4.17886202e-20, 2.03408209e-12,
        1.49363528e-19, 2.87891838e-01, 4.18816837e-01],
       [5.70435692e-05, 4.36340443e-02, 4.48271909e-01, 6.04773011e-02,
        1.96017925e-01, 2.51344070e-01, 1.97706511e-04],
       [2.19495471e-06, 6.52963164e-10, 2.35440842e-01, 1.97573090e-02,
        1.20837714e-01, 1.13643725e-01, 5.10318215e-01]]), 'startprob': array([7.41928193e-047, 7.12194062e-211, 1.00000000e+000, 0.00000000e+000,
       4.70841999e-189, 4.50577850e-140, 4.66902532e-050])}"
8,0,-1249.0990166835668,2656.1980333671336,3040.5210078268315,"{'means': array([[-0.94553865],
       [ 1.85450987],
       [ 0.05687086],
       [ 0.89967143],
       [ 1.26614887],
       [-0.70836977],
       [-0.1652873 ],
       [-0.91299247]]), 'covars': array([[[0.01283145]],

       [[0.75880142]],

       [[0.37501827]],

       [[0.73139371]],

       [[0.17820273]],

       [[0.1990594 ]],

       [[0.0079998 ]],

       [[0.12004032]]]), 'transmat': array([[2.93733421e-001, 5.59691703e-102, 2.90164973e-001,
        3.54630137e-132, 5.17966207e-175, 3.80043696e-069,
        4.16101606e-001, 5.08395845e-039],
       [2.92845332e-033, 6.54917610e-008, 1.43300703e-006,
        5.85221177e-001, 2.27617708e-002, 8.54356335e-004,
        3.02296589e-054, 3.91161197e-001],
       [9.60516515e-034, 1.29795839e-001, 6.80453365e-001,
        1.67138460e-003, 9.14809290e-013, 1.09814615e-013,
        5.84047897e-010, 1.88079411e-001],
       [2.76317278e-042, 4.74037784e-013, 1.72101129e-012,
        3.42177222e-001, 1.08272314e-016, 6.57141509e-001,
        1.25234288e-038, 6.81269172e-004],
       [1.50875492e-052, 4.89070305e-002, 8.48825097e-001,
        1.44883069e-010, 4.67011020e-002, 4.15612553e-004,
        1.67412105e-104, 5.51511573e-002],
       [1.52363055e-045, 2.58640303e-015, 6.14674470e-005,
        3.43522673e-001, 1.52362216e-010, 9.34937770e-007,
        3.92606446e-002, 6.17154279e-001],
       [5.69910069e-001, 2.71849727e-063, 4.93659037e-135,
        4.30089931e-001, 5.78193596e-038, 8.63714589e-149,
        0.00000000e+000, 1.70140428e-128],
       [2.27720975e-023, 3.33982785e-002, 3.31066738e-001,
        2.66092787e-004, 2.39744046e-001, 3.95279448e-001,
        4.60432269e-017, 2.45396899e-004]]), 'startprob': array([0.00000000e+000, 0.00000000e+000, 0.00000000e+000, 0.00000000e+000,
       0.00000000e+000, 4.28923044e-249, 1.00000000e+000, 0.00000000e+000])}"
8,1,-1227.245447105592,2612.490894211184,2996.8138686708817,"{'means': array([[-0.18683634],
       [ 0.60879931],
       [-0.3858855 ],
       [ 2.59820618],
       [ 0.95592604],
       [ 0.91644923],
       [-1.18643211],
       [-0.82430807]]), 'covars': array([[[0.06913434]],

       [[0.09760421]],

       [[0.17981344]],

       [[0.25425529]],

       [[1.14529592]],

       [[0.41988016]],

       [[0.05308609]],

       [[0.01179117]]]), 'transmat': array([[1.27055706e-01, 6.72455814e-01, 4.37229609e-04, 2.48319593e-42,
        2.10426187e-39, 2.02787433e-26, 1.07133306e-13, 2.00051250e-01],
       [4.93005806e-01, 1.33356604e-15, 9.84398366e-19, 5.06949537e-01,
        4.14744887e-05, 3.18317595e-06, 4.66174889e-13, 8.15777920e-12],
       [2.44979503e-02, 7.00746870e-11, 5.05914942e-01, 6.71949740e-17,
        4.50343410e-16, 3.26584228e-01, 1.43002880e-01, 2.02688849e-10],
       [6.43837443e-15, 8.54845957e-02, 1.51708087e-13, 3.45418852e-62,
        6.78489031e-01, 4.05706751e-04, 1.41777775e-25, 2.35620666e-01],
       [7.28175332e-21, 1.74452596e-26, 4.51586779e-01, 5.51162095e-46,
        7.57073494e-41, 2.13878624e-01, 1.54323921e-16, 3.34534597e-01],
       [5.26872403e-29, 2.44518848e-02, 3.98279608e-01, 9.07781614e-21,
        2.36661048e-12, 3.65546200e-01, 2.11722307e-01, 2.81522343e-12],
       [5.38067852e-04, 2.23699099e-02, 3.91684632e-01, 7.63091883e-48,
        2.68879558e-01, 1.53648476e-01, 1.62850193e-01, 2.91640635e-05],
       [1.00255946e-34, 1.14880864e-01, 4.71662622e-04, 3.05495576e-02,
        6.20183921e-17, 1.50248326e-01, 2.82035745e-01, 4.21813845e-01]]), 'startprob': array([4.85640534e-181, 0.00000000e+000, 1.00000000e+000, 0.00000000e+000,
       8.10774608e-252, 1.25665787e-227, 0.00000000e+000, 0.00000000e+000])}"
8,2,-1246.163346796906,2650.326693593812,3034.6496680535097,"{'means': array([[-0.95871448],
       [ 0.71678137],
       [-0.14921932],
       [ 1.07514848],
       [-0.07790868],
       [-0.54723987],
       [-0.23010613],
       [ 0.82647162]]), 'covars': array([[[0.09683933]],

       [[0.99426599]],

       [[0.15646492]],

       [[0.67568629]],

       [[0.05624082]],

       [[0.23666623]],

       [[0.4526615 ]],

       [[0.81331509]]]), 'transmat': array([[4.52372559e-01, 3.71220244e-02, 4.14322215e-02, 1.32114961e-05,
        1.73413719e-03, 8.40572542e-10, 3.60190294e-06, 4.67322244e-01],
       [7.50665982e-15, 2.11491968e-14, 3.71567497e-11, 5.01032616e-01,
        4.98967383e-01, 1.37291311e-09, 8.96329004e-13, 2.74581323e-19],
       [3.73864897e-08, 6.31512827e-02, 1.51589400e-10, 2.63157946e-24,
        1.65801702e-03, 9.35058941e-01, 1.62643075e-09, 1.31720332e-04],
       [4.47536532e-01, 5.52462857e-01, 6.10395831e-07, 1.63614741e-20,
        5.22009899e-19, 1.39471655e-14, 3.84956256e-13, 1.62007336e-15],
       [7.92353596e-01, 1.85210131e-01, 2.06356673e-17, 3.68405533e-10,
        2.55937952e-11, 2.41749316e-05, 1.05843215e-25, 2.24120969e-02],
       [2.28608112e-04, 9.20715183e-07, 3.62095374e-08, 6.56712954e-02,
        1.55838639e-30, 2.30017820e-13, 9.34093411e-01, 5.72834410e-06],
       [9.94464533e-02, 1.51676431e-14, 3.82580792e-01, 5.15715382e-01,
        1.44787549e-07, 2.25636065e-03, 5.47320776e-16, 8.67322188e-07],
       [6.17236635e-02, 4.45289848e-06, 8.93731998e-13, 8.44436539e-08,
        1.05791890e-03, 5.67639511e-01, 3.43526259e-05, 3.69540016e-01]]), 'startprob': array([1.76695300e-179, 1.31453029e-146, 3.45937685e-024, 5.61523356e-156,
       1.00000000e+000, 1.05454749e-113, 4.76923572e-079, 1.60087950e-118])}"
8,3,-1230.5919425143738,2619.1838850287477,3003.5068594884456,"{'means': array([[-0.69665847],
       [ 0.65471186],
       [-0.24034831],
       [ 1.44216481],
       [ 2.17311946],
       [-0.99029202],
       [ 0.6671123 ],
       [-0.07127233]]), 'covars': array([[[0.17344784]],

       [[0.24062677]],

       [[0.36449174]],

       [[0.1247872 ]],

       [[0.43721528]],

       [[0.08610243]],

       [[0.09515231]],

       [[0.01922497]]]), 'transmat': array([[2.96514424e-07, 5.62452072e-16, 2.14573516e-01, 1.38203041e-01,
        1.11054511e-24, 3.33951659e-01, 2.40584460e-01, 7.26870278e-02],
       [1.53220782e-05, 2.30692393e-02, 7.59323680e-01, 2.16604871e-10,
        3.16245054e-09, 1.98715049e-02, 1.97720250e-01, 4.06502824e-17],
       [7.59797281e-01, 4.89815234e-10, 1.55327843e-08, 1.43557635e-10,
        7.35749230e-02, 7.09029210e-16, 9.13429660e-06, 1.66618646e-01],
       [6.94859542e-13, 2.05902527e-01, 1.19121842e-23, 9.12192350e-08,
        3.02396293e-09, 5.28289739e-01, 1.35569512e-04, 2.65672070e-01],
       [1.96081667e-01, 9.31521988e-11, 3.09180333e-01, 2.17399283e-01,
        1.10964339e-01, 5.31463589e-02, 1.13228019e-01, 2.08084744e-29],
       [5.08812768e-01, 3.93643400e-01, 5.81004941e-19, 6.67351647e-11,
        9.75438279e-02, 6.26380053e-11, 1.27745645e-11, 4.26170721e-09],
       [3.20473379e-01, 2.38885534e-01, 2.45532424e-09, 1.41668543e-01,
        2.90391665e-01, 8.58060547e-03, 2.71971183e-07, 2.74410726e-11],
       [4.62606169e-14, 1.41708988e-01, 4.28085075e-01, 1.94800635e-01,
        5.43768636e-24, 1.38423195e-01, 1.02778426e-06, 9.69810793e-02]]), 'startprob': array([1.07297072e-114, 6.88369694e-157, 4.10208618e-120, 0.00000000e+000,
       0.00000000e+000, 2.58397087e-270, 1.68642613e-163, 1.00000000e+000])}"
8,4,-1251.2188920693707,2660.4377841387413,3044.760758598439,"{'means': array([[-0.80053321],
       [ 0.47333265],
       [ 1.97150246],
       [ 0.36789322],
       [ 1.1600752 ],
       [-0.66049734],
       [-1.01700852],
       [-0.16727982]]), 'covars': array([[[0.1699766 ]],

       [[0.65698081]],

       [[0.33439432]],

       [[0.24882031]],

       [[0.90712667]],

       [[0.2152559 ]],

       [[0.01615442]],

       [[0.00406445]]]), 'transmat': array([[3.14829730e-004, 3.27981746e-001, 8.59248908e-011,
        8.06060581e-008, 2.22423754e-001, 4.48629343e-001,
        6.50246755e-004, 1.11393373e-013],
       [2.70552601e-003, 5.73313544e-001, 3.59341900e-008,
        4.23978870e-001, 1.25588295e-012, 8.89135411e-009,
        2.01510635e-006, 3.25758868e-022],
       [1.47459489e-016, 2.31047523e-013, 1.38333755e-009,
        1.64879526e-002, 5.43900636e-001, 1.71672738e-006,
        3.36138597e-001, 1.03471096e-001],
       [3.54936578e-001, 1.38701065e-004, 1.25912520e-001,
        2.73085141e-003, 2.06607351e-001, 3.09664721e-001,
        9.27798683e-006, 4.58898506e-018],
       [4.58149651e-002, 1.20302244e-002, 1.45032704e-001,
        3.30165084e-005, 2.20525346e-007, 7.97076447e-001,
        1.24224935e-005, 1.43697224e-017],
       [6.32640775e-001, 1.07710733e-007, 9.70994232e-014,
        3.65615787e-001, 8.23468145e-012, 1.74322202e-003,
        1.38850869e-008, 9.50500376e-008],
       [1.04085112e-005, 4.60228252e-001, 1.13644059e-001,
        9.07760895e-002, 4.15223551e-012, 3.12453151e-002,
        2.13834591e-001, 9.02612853e-002],
       [3.44254441e-048, 4.05349560e-058, 1.95153421e-090,
        5.68491367e-025, 1.56635575e-001, 2.98435974e-001,
        5.44928451e-001, 7.95871955e-294]]), 'startprob': array([3.25804055e-200, 9.77999355e-301, 0.00000000e+000, 3.44768641e-242,
       1.43722981e-306, 1.46393627e-318, 0.00000000e+000, 1.00000000e+000])}"
8,5,-1242.7705553443966,2643.541110688793,3027.864085148491,"{'means': array([[ 0.81844176],
       [-0.24844105],
       [ 2.15142721],
       [-0.05947295],
       [-0.27781891],
       [-0.97312236],
       [ 2.08161503],
       [ 0.85306079]]), 'covars': array([[[0.18855421]],

       [[0.08485572]],

       [[0.4565719 ]],

       [[0.15898627]],

       [[0.28287606]],

       [[0.0959882 ]],

       [[0.17791479]],

       [[0.42295852]]]), 'transmat': array([[7.11166434e-016, 1.11556853e-001, 1.87286262e-001,
        3.45805042e-001, 1.28692288e-001, 2.26659555e-001,
        3.00542284e-062, 2.67567083e-030],
       [4.14373066e-001, 6.03299696e-002, 2.47107319e-029,
        4.45933735e-005, 2.70810150e-003, 5.22544269e-001,
        4.26060041e-055, 2.35101914e-014],
       [3.12061065e-024, 3.06905507e-030, 1.90142291e-050,
        1.89395075e-019, 3.96794595e-001, 2.81334246e-001,
        7.73238482e-002, 2.44547312e-001],
       [4.13807852e-006, 5.20898256e-003, 2.02678880e-001,
        3.01282332e-001, 4.46541103e-001, 9.56547605e-003,
        2.83309989e-040, 3.47190883e-002],
       [2.32161107e-011, 9.98632940e-001, 1.31186897e-016,
        1.09932819e-008, 1.35805160e-003, 7.27291469e-017,
        8.99737741e-006, 1.00657036e-021],
       [1.26007333e-001, 1.22017715e-001, 5.49249651e-002,
        9.30968577e-002, 2.11484060e-005, 3.87940406e-001,
        4.54883732e-031, 2.15991575e-001],
       [1.52473847e-046, 1.00000000e+000, 4.91766422e-080,
        2.93104559e-093, 1.49565876e-056, 1.72772445e-045,
        1.64895807e-141, 3.42290155e-029],
       [8.22602724e-019, 1.05656451e-001, 5.76135724e-024,
        5.80356526e-012, 7.35945114e-008, 3.57780921e-001,
        7.75584183e-017, 5.36562555e-001]]), 'startprob': array([0.00000000e+000, 1.00000000e+000, 0.00000000e+000, 5.45853790e-051,
       4.50763973e-153, 0.00000000e+000, 0.00000000e+000, 1.18785383e-254])}"
8,6,-1231.8235255545128,2621.6470511090256,3005.9700255687235,"{'means': array([[ 0.43634818],
       [-0.88451952],
       [ 0.6097228 ],
       [-0.42920501],
       [-1.37638597],
       [-0.3076012 ],
       [ 1.7542285 ],
       [-0.93222284]]), 'covars': array([[[0.78514226]],

       [[0.03785118]],

       [[0.46430637]],

       [[0.15150254]],

       [[0.01556392]],

       [[0.11708455]],

       [[0.75062082]],

       [[0.02338108]]]), 'transmat': array([[1.32865692e-08, 1.05337706e-16, 3.27693089e-01, 5.44289433e-18,
        1.16768916e-01, 1.78619338e-01, 3.76918644e-01, 1.05165279e-31],
       [3.53480051e-23, 1.76704819e-51, 3.17687504e-05, 1.98933915e-06,
        1.94490367e-15, 9.99966242e-01, 1.48846077e-43, 5.11278350e-22],
       [3.55599670e-01, 2.92233786e-03, 2.23538844e-16, 5.56038752e-01,
        8.54386499e-02, 5.89305077e-07, 4.88569804e-13, 1.24146609e-09],
       [4.66674299e-01, 1.94466689e-01, 6.58244711e-09, 2.67060819e-08,
        2.07186802e-02, 3.18140299e-01, 6.52499748e-22, 3.26448314e-26],
       [2.75927537e-26, 3.58737341e-02, 4.78029256e-01, 1.88669395e-13,
        8.89362137e-02, 3.14889940e-01, 3.79122937e-05, 8.22329438e-02],
       [1.14765282e-12, 2.46881482e-05, 5.40929561e-01, 1.86047427e-01,
        4.26229942e-02, 9.97650413e-17, 9.30999964e-14, 2.30375330e-01],
       [5.04795760e-02, 7.46985648e-02, 4.46415647e-01, 3.65871079e-10,
        2.04254336e-39, 3.68191939e-11, 8.20046592e-19, 4.28406212e-01],
       [4.12407003e-19, 3.58507725e-22, 3.46221052e-01, 8.91465546e-03,
        1.51079244e-01, 1.83736560e-14, 1.41288564e-01, 3.52496484e-01]]), 'startprob': array([7.71387706e-218, 0.00000000e+000, 3.30085587e-246, 1.00000000e+000,
       0.00000000e+000, 5.17977390e-055, 0.00000000e+000, 0.00000000e+000])}"
8,7,-1242.5931754398107,2643.1863508796214,3027.5093253393193,"{'means': array([[ 1.65065895],
       [-0.23353694],
       [ 0.7627406 ],
       [-0.22008076],
       [ 1.4289139 ],
       [ 0.12837108],
       [ 2.59778109],
       [-0.95419504]]), 'covars': array([[[0.74988605]],

       [[0.35678952]],

       [[0.06998108]],

       [[0.23437354]],

       [[0.17282053]],

       [[0.06231605]],

       [[0.33246409]],

       [[0.10356485]]]), 'transmat': array([[1.23036724e-01, 5.57271764e-25, 3.03529155e-01, 3.83213546e-01,
        2.44890466e-27, 1.01884390e-14, 6.85590924e-06, 1.90213719e-01],
       [9.90217200e-02, 9.00978280e-01, 3.63397213e-12, 2.25377791e-30,
        3.57519126e-21, 1.15310934e-24, 2.28843762e-50, 1.35111823e-27],
       [3.38896256e-01, 6.76771740e-37, 3.05068962e-06, 5.41523812e-01,
        3.80976495e-14, 2.04496279e-18, 6.63063220e-02, 5.32705597e-02],
       [2.67646387e-21, 9.52474040e-27, 1.38599780e-01, 3.30647217e-01,
        1.38268628e-01, 5.36514894e-08, 1.93877630e-11, 3.92484321e-01],
       [3.43709798e-65, 1.41706210e-20, 4.98384156e-23, 4.75934708e-12,
        1.45031524e-01, 3.94412598e-01, 3.42690313e-19, 4.60555879e-01],
       [6.31324866e-62, 2.65505620e-01, 1.78003199e-26, 3.73705213e-01,
        2.53862242e-01, 1.89972338e-05, 9.97960482e-04, 1.05909968e-01],
       [1.25610155e-24, 1.53130996e-34, 4.28924331e-24, 8.88264032e-03,
        4.75159825e-01, 4.02979091e-13, 3.47836232e-09, 5.15957532e-01],
       [9.00751303e-19, 1.46061545e-23, 1.30596286e-01, 4.08566341e-01,
        1.30197768e-01, 6.91054905e-16, 3.52962912e-02, 2.95343313e-01]]), 'startprob': array([0.00000000e+000, 5.00945724e-202, 0.00000000e+000, 1.00000000e+000,
       0.00000000e+000, 3.30110477e-059, 0.00000000e+000, 0.00000000e+000])}"
8,8,-1231.4821533540999,2620.9643067081997,3005.2872811678976,"{'means': array([[-0.80222015],
       [ 0.61490237],
       [ 0.53396395],
       [-1.13794282],
       [-0.10890742],
       [ 2.66695174],
       [ 1.03797598],
       [-0.47819874]]), 'covars': array([[[0.10364378]],

       [[0.14594127]],

       [[0.52819083]],

       [[0.06799826]],

       [[0.08044552]],

       [[0.25612957]],

       [[0.48012129]],

       [[0.1042451 ]]]), 'transmat': array([[2.07551979e-11, 4.57290336e-02, 1.40649324e-01, 2.93223288e-01,
        5.74335850e-24, 7.54196002e-46, 1.35626375e-13, 5.20398354e-01],
       [4.34537016e-07, 1.49691943e-28, 2.74856808e-27, 4.75983684e-04,
        5.47096871e-01, 4.52426711e-01, 8.76255689e-33, 3.15744583e-19],
       [3.27509177e-01, 4.32081098e-16, 2.44364422e-02, 9.37527524e-06,
        1.47564526e-01, 8.69889025e-51, 3.78895716e-01, 1.21584763e-01],
       [2.53904240e-01, 2.46061825e-09, 5.11533324e-01, 2.10794307e-16,
        6.56962928e-02, 5.16199526e-02, 1.17246188e-01, 2.04298169e-17],
       [5.26151920e-02, 2.38173635e-01, 1.52803295e-27, 2.76028393e-01,
        4.33182777e-01, 3.77497263e-85, 1.58739435e-21, 2.86674878e-09],
       [4.77117748e-01, 1.53235712e-65, 4.58309995e-01, 5.28013189e-65,
        2.77881035e-09, 6.45722538e-02, 6.75316106e-40, 5.10509607e-22],
       [1.98267180e-08, 1.78743635e-20, 5.88890223e-01, 3.61567967e-01,
        4.95068648e-02, 1.62261486e-50, 3.16480932e-05, 3.27687453e-06],
       [3.77222571e-01, 1.12597928e-09, 2.26631960e-01, 1.44430762e-22,
        4.76907306e-06, 2.30788261e-70, 3.96139856e-01, 8.42627266e-07]]), 'startprob': array([1.73066113e-270, 0.00000000e+000, 2.61239038e-280, 0.00000000e+000,
       3.43577767e-163, 0.00000000e+000, 0.00000000e+000, 1.00000000e+000])}"
